date,Ndtct,Npct_75,PctRH_75,Npct_50,PctRH_50,Npct_25,PctRH_25,Nfit,SumRH,MaxRH,Tmin,Tavg,Tmax,Temp_BB,Area_BB,Lat,Lon,SATZ,Flowrate_km3_per_day
2012-05-05 21:49:53.872,6,2,9.15686,2,9.15686,3,10.38367,4,11.320094,4.57954,0.0,1583.25,1676.0,1535.0,14.5479,25.166945,52.879654,33.9171,291.10786867945205
2012-05-06 21:30:58.209,6,1,3.61225,1,3.61225,3,5.90753,3,5.90753,3.61225,0.0,1559.66666666667,1648.0,1418.0,15.7734,25.167662,52.874275,55.1715,114.83788095890411
2012-05-06 21:30:59.988,4,1,4.08778,2,6.92392,3,8.08243,3,8.08243,4.08778,0.0,1540.66666666667,1889.0,1437.0,16.9252,25.167839,52.874664,55.1449,129.95556592876713
2012-05-06 23:11:13.916,3,1,7.02692,2,10.63192,2,10.63192,2,10.63192,7.02692,0.0,1561.0,1592.0,1592.0,19.2772,25.162931,52.873707,69.8784,223.39445012602735
2012-05-06 23:11:15.696,3,1,7.44687,2,11.26205,2,11.26205,2,11.26205,7.44687,0.0,1570.0,1592.0,1592.0,20.4271,25.162727,52.868069,69.8821,236.74517837260274
2012-05-07 21:12:02.548,3,2,8.96284,2,8.96284,2,8.96284,2,8.96284,4.96358,0.0,1638.0,1654.0,1622.0,12.662,25.170475,52.865246,67.9796,284.9397336767123
2012-05-07 22:52:30.710,4,3,10.81636,3,10.81636,3,10.81636,3,10.81636,4.21932,0.0,1504.33333333333,1621.0,1527.0,13.6772,25.165112,52.873737,58.776,343.8654196383562
2012-05-07 22:52:32.489,4,3,11.83411,3,11.83411,3,11.83411,3,11.83411,4.66881,0.0,1493.33333333333,1567.0,1506.0,16.0082,25.161703,52.872776,58.7978,376.2209468986302
2012-05-08 22:33:45.720,1,1,0.572404,1,0.572404,1,0.572404,1,0.572404,0.572404,1833.0,1833.0,1833.0,1833.0,0.894769,25.166077,52.878056,40.7582,18.197428863561644
2012-05-09 22:14:57.174,3,2,2.8915,2,2.8915,2,2.8915,2,2.8915,1.52073,0.0,1526.5,1579.0,1579.0,4.31189,25.161909,52.880859,11.1347,91.92434986301372
2012-05-10 21:56:06.847,4,2,3.9678,2,3.9678,2,3.9678,2,3.9678,2.20768,0.0,1581.0,1626.0,1536.0,6.99565,25.161783,52.878742,24.1562,126.14125380821918
2012-05-11 21:37:12.959,10,1,21.3678,1,21.3678,1,21.3678,4,26.57653,21.3678,0.0,1626.5,1886.0,1556.0,64.3176,25.167868,52.876438,49.341,679.3087058630138
2012-05-12 21:18:15.514,3,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.196867,52.8798456666667,64.3713,0.0
2012-05-12 21:18:17.293,38,1,62.0246,1,62.0246,4,121.9892,14,177.83085,62.0246,0.0,1574.35714285714,1704.0,1527.0,201.081,25.170244,52.872562,64.4497,1971.8385026849314
2012-05-12 21:18:19.072,4,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1287215,52.88478575,64.3368,0.0
2012-05-12 22:58:41.897,24,1,48.5465,2,84.9371,2,84.9371,7,102.51208,48.5465,0.0,1585.57142857143,1743.0,1454.0,191.461,25.169874,52.875721,63.093,1543.353086849315
2012-05-13 22:39:56.907,11,1,33.4322,1,33.4322,1,33.4322,6,45.951771,33.4322,0.0,1714.0,2220.0,1673.0,75.2534,25.161728,52.878174,47.858,1062.8508557808218
2012-05-14 22:21:08.359,7,1,4.09244,2,6.24736,3,7.54173,4,7.899714,4.09244,0.0,1684.0,1892.0,1638.0,10.0289,25.169609,52.877281,22.3866,130.1037130739726
2012-05-14 22:21:10.138,20,1,60.6002,1,60.6002,1,60.6002,8,73.141226,60.6002,0.0,1588.375,1741.0,1562.0,179.606,25.16258,52.877796,22.4492,1926.5550705753426
2012-05-15 22:02:18.031,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.181267,52.880634,13.074,0.0
2012-05-15 22:02:19.810,23,1,34.212,1,34.212,1,34.212,6,40.133357,34.212,0.0,1696.16666666667,1923.0,1663.0,78.934,25.16341,52.878716,13.1858,1087.6416591780824
2012-05-16 21:43:25.927,11,1,19.3119,1,19.3119,2,24.90355,6,30.865056,19.3119,0.0,1665.83333333333,1871.0,1606.0,51.1983,25.168724,52.877407,42.4417,613.949110191781
2012-05-17 21:24:30.267,2,1,4.83698,1,4.83698,2,6.05162,2,6.05162,4.83698,1331.0,1474.5,1618.0,1331.0,27.165,25.168346,52.872517,60.165,153.77355759999998
2012-05-17 21:24:32.046,3,1,5.4644,1,5.4644,1,5.4644,1,5.4644,5.4644,0.0,1308.0,1308.0,1308.0,32.9112,25.168167,52.874901,60.1626,173.72001293150686
2012-05-17 23:04:51.313,5,1,14.6951,1,14.6951,2,20.36044,2,20.36044,14.6951,0.0,1352.0,1412.0,1412.0,65.1279,25.168404,52.880741,66.6816,467.1753462465754
2012-05-17 23:04:53.092,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.133471,52.917843,66.7439,0.0
2012-05-18 22:46:06.326,4,1,3.18054,1,3.18054,2,4.33505,2,4.33505,3.18054,0.0,1415.5,1458.0,1373.0,15.7917,25.175392,52.874886,53.7084,101.11328781369863
2012-05-18 22:46:08.106,10,1,5.53496,1,5.53496,4,12.57415,4,12.57415,5.53496,0.0,1450.75,1540.0,1488.0,19.8879,25.16147,52.876331,53.8002,175.96320232328767
2012-05-19 22:27:19.560,3,1,1.26191,1,1.26191,1,1.26191,1,1.26191,1.26191,0.0,1405.0,1405.0,1405.0,5.71608,25.171835,52.874474,32.1651,40.11767467945206
2012-05-19 22:27:21.339,6,1,17.1014,1,17.1014,1,17.1014,4,18.955496,17.1014,0.0,1814.0,1985.0,1680.0,37.8916,25.165249,52.87685,32.2295,543.6745899178082
2012-05-20 22:08:31.011,6,2,11.15406,2,11.15406,2,11.15406,4,11.898853,5.58591,0.0,1693.25,1767.0,1712.0,11.4589,25.16132,52.880764,1.24676,354.60131898082193
2012-05-21 21:49:38.906,5,1,21.0583,1,21.0583,1,21.0583,3,23.128337,21.0583,0.0,1696.66666666667,1828.0,1587.0,58.5835,25.16345,52.87368,34.1747,669.4693192876712
2012-05-22 21:30:45.020,3,1,4.8853,1,4.8853,1,4.8853,2,5.591168,4.8853,0.0,1579.0,1787.0,1371.0,24.3543,25.167681,52.87582,55.2692,155.30970997260275
2012-05-22 23:11:00.725,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.158794,52.878952,69.7877,0.0
2012-05-23 21:11:47.547,7,1,15.9446,1,15.9446,2,22.47144,4,26.7947,15.9446,0.0,1710.75,1998.0,1468.0,60.538,25.168558,52.870163,68.0791,506.89849172602743
2012-05-23 21:11:49.327,7,2,24.6481,2,24.6481,3,27.86679,5,31.98387,12.611,0.0,1652.2,1874.0,1506.0,43.2885,25.162598,52.879665,68.0728,783.5934870684931
2012-05-23 22:52:17.488,15,1,31.9985,2,51.1221,2,51.1221,7,60.366444,31.9985,0.0,1655.14285714286,1898.0,1539.0,100.645,25.16189,52.874962,58.7515,1017.2717652054796
2012-05-24 22:33:30.727,19,1,5.82066,2,8.74697,5,15.07913,9,18.84487,5.82066,0.0,1510.0,1976.0,1364.0,29.6757,25.163719,52.87672,40.6736,185.04595755616438
2012-05-24 22:33:32.507,4,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.149576,52.8796425,40.6335,0.0
2012-05-25 22:14:42.157,7,1,9.32509,1,9.32509,2,12.62607,5,16.657317,9.32509,0.0,1694.2,1873.0,1510.0,31.5971,25.162884,52.874138,10.8354,296.45610778630135
2012-05-26 21:55:51.829,12,1,5.55087,3,12.41432,3,12.41432,5,14.494649,5.55087,0.0,1449.4,1548.0,1427.0,23.6184,25.168362,52.873268,24.4044,176.46900083835615
2012-05-27 21:36:57.948,17,1,34.3918,1,34.3918,2,43.41019,7,62.93401,34.3918,0.0,1531.28571428571,1968.0,1512.0,116.18,25.168867,52.880123,49.5276,1093.3577228493152
